Id,Name,English,Source,Descriptor,School,Alchemist,AntiPaladin,Bard,Cleric,Druid,Inquisitor,Summoner,Magus,Oracle,Paladin,Ranger,Witch,Wizard,Components,Range,Target,CastingTime,Summary,FrUrl,EnUrl
cackling-skull,Crâne ricanant,Cackling Skull,um,None,Illusion,,,,,,,,,,,,3,,"Verbal, Somatic",Close,un crâne,SimpleAction,"Un crâne agit comme une bouche magique, les auditeurs sont secoués.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Crâne ricanant.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/cacklingSkull.html#_cackling-skull
create-treasure-map,Création de carte au trésor,Create Treasure Map,apg,None,Divination,,,2,,3,,,,,,2,,2,"Verbal, Somatic, Material",Touch,une créature morte,1 Hour,Crée une carte au trésor à partir du cadavre d’une créature.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création de carte au trésor.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/createTreasureMap.html#_create-treasure-map
create-demiplane-lesser,Création de demi-plan mineure,"Create Demiplane, Lesser",um,None,Conjuration,,,,7,,,5,,,,,7,7,"Verbal, Somatic, Focus",,"demi-plan extradimensionnel, jusqu’à 3 cubes de 1,50 mètre/niveau (S)",2 Hour,Création d'un demi-plan.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création de demi-plan mineure.ashx,"http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane,-lesser"
create-demiplane-greater,Création de demi-plan supérieure,"Create Demiplane, Greater",um,None,Conjuration,,,,9,,,,,,,,9,9,"Verbal, Somatic, Focus",,"demi-plan extradimensionnel, jusqu’à 20 cubes de 1,50 mètre/niveau (S)",6 Hour,Comme  création de demi-plan mais plus grand et avec plus de caractéristiques planaires.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création de demi-plan supérieure.ashx,"http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane,-greater"
create-demiplane,Création de demi-plan,Create Demiplane,um,None,Conjuration,,,,8,,,6,,,,,8,8,,,,4 Hour,Comme création de demi-plan mineure mais plus grand et avec des caractéristiques planaires.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création de demi-plan.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/createDemiplane.html#_create-demiplane
create-greater-undead,Création de mort-vivant dominant,Create Greater Undead,,Evil,Necromancy,,,,8,,,,,,,,,8,"Verbal, Somatic, Material",Close,1 cadavre,1 Hour,"Ombre, âme en peine, spectre ou dévoreur.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création de mort-vivant dominant.ashx,http://paizo.com/pathfinderRPG/prd/spells/createGreaterUndead#create-greater-undead
create-undead,Création de mort-vivant,Create Undead,,Evil,Necromancy,,,,6,,,,,,,,,6,"Verbal, Somatic, Material",Close,1 cadavre,1 Hour,"Goule, blême, momie ou mohrg.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création de mort-vivant.ashx,http://paizo.com/pathfinderRPG/prd/spells/createUndead#create-undead
create-food-and-water,Création de nourriture et d'eau,Create Food And Water,,None,Conjuration,,,,3,,,,,,,,,,"Verbal, Somatic",Close,assez de nourriture et d’eau pour 3 humains ou 1 cheval/jour et/niveau,10 Minute,Nourrit trois humains ou un cheval/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création de nourriture et deau.ashx,http://paizo.com/pathfinderRPG/prd/spells/createFoodAndWater#create-food-and-water
create-water,Création d'eau,Create Water,,Water,Conjuration,,,,0,0,0,,,,1,,,,"Verbal, Somatic",Close,jusqu’à 8 litres d’eau/niveau,SimpleAction,Crée huit litres d'eau pure/niveau.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création deau.ashx,http://paizo.com/pathfinderRPG/prd/spells/createWater#create-water
major-creation,Création majeure,Major Creation,,None,Conjuration,,,,,,,4,,,,,5,5,"Verbal, Somatic, Material",Close,objet non-magique de matière inerte et végétale de 30 dm³/niveau,10 Minute,"Comme création mineure, plus pierre et métal.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création majeure.ashx,http://paizo.com/pathfinderRPG/prd/spells/majorCreation#major-creation
minor-creation,Création mineure,Minor Creation,,None,Conjuration,,,,,,,3,,,,,4,4,"Verbal, Somatic, Material",0 Squares,objet non-magique de matière inerte et végétale de 30 dm³/niveau,1 Minute,Crée un objet en tissu ou en bois.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Création mineure.ashx,http://paizo.com/pathfinderRPG/prd/spells/minorCreation#minor-creation
unbreakable-construct,Créature artificielle incassable,Unbreakable Construct,um,None,Abjuration,,,,,,,,,,,,,5,"Verbal, Somatic, Material",Close,une créature artificielle,SimpleAction,Augmente la résistance ou la RD d'une créature artificielle.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Créature artificielle incassable.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/unbreakableConstruct.html#_unbreakable-construct
burrow,Creusement,Burrow,um,None,Transmutation,3,,,,3,,,,,,3,,3,"Verbal, Somatic",Touch,une créature touchée,SimpleAction,"La cible gagne une vitesse de creusement de 4,50 m.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Creusement.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/burrow.html#_burrow
ki-shout,Cri ki,Ki Shout,um,Sonic,Evocation,,,5,,,,,,,,,,7,"Verbal, Somatic",Close,une créature vivante,SimpleAction,La cible reçoit 1d6 dégâts sonores/niveau et elle est étourdie.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Cri ki.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/kiShout.html#_ki-shout
ear-piercing-scream,Cri perçant,Ear-Piercing Scream,um,Sonic,Evocation,,,1,,,1,,,,,,1,1,"Verbal, Somatic",Close,une créature,SimpleAction,Inflige des dégâts sonores et hébète la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Cri perçant.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/ear-PiercingScream.html#_ear-piercing-scream
screech,Cri strident,Screech,apg,Sonic,Evocation,,,,,,,,,,,,3,,Verbal,6 Squares,étendue de 9 m (6 c) de rayon centrée sur le lanceur de sorts,SimpleAction,Les ennemis provoquent des attaques d’opportunité.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Cri strident.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/screech.html#_screech
shout-greater,Cri suprême,"Shout, Greater",,Sonic,Evocation,,,6,,,,,,,,,,8,"Verbal, Somatic, Focus",12 Squares,rayonnement en forme de cône,SimpleAction,"Cri dévastateur infligeant 10d6 points de dégâts de son ; étourdit les créatures, abîme les objets.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Cri suprême.ashx,http://paizo.com/pathfinderRPG/prd/spells/shout#shout-greater
shout,Cri,Shout,,Sonic,Evocation,,,4,,,,,4,,,,,4,Verbal,6 Squares,rayonnement en forme de cône,SimpleAction,Assourdit les victimes et leur inflige 5d6 points de dégâts de son.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Cri.ashx,http://paizo.com/pathfinderRPG/prd/spells/shout#shout
force-hook-charge,Crochet de force,Force Hook Charge,um,Force,Evocation,,,,,,,,3,,,,,,"Verbal, Somatic",Close,une créature ou un objet à portée et le lanceur de sorts,SimpleAction,Un crochet de force attire le personnage vers la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Crochet de force.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/forceHookCharge.html#_force-hook-charge
animal-growth,Croissance animale,Animal Growth,,None,Transmutation,,,,,5,,,,,,4,,5,"Verbal, Somatic",Medium,1 animal (Gig ou moins),SimpleAction,Double la taille de 1 animal/2 niveaux.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Croissance animale.ashx,http://paizo.com/pathfinderRPG/prd/spells/animalGrowth#animal-growth
spike-growth,Croissance d'épines,Spike Growth,,None,Transmutation,,,,,3,,,,,,2,,,"Verbal, Somatic, DivineFocus",Medium,un carré de 6 m (4 c) de côté/niveau,SimpleAction,"1d4 points de dégâts, ralentissement possible.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Croissance dépines.ashx,http://paizo.com/pathfinderRPG/prd/spells/spikeGrowth#spike-growth
plant-growth,Croissance végétale,Plant Growth,,None,Transmutation,,,,,3,,,,,,3,,,"Verbal, Somatic, DivineFocus",voir description,voir description,SimpleAction,"Fait pousser la végétation, améliore son rendement.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Croissance végétale.ashx,http://paizo.com/pathfinderRPG/prd/spells/plantGrowth#plant-growth
whirlwind,Cyclone,Whirlwind,,Air,Evocation,,,,,8,,,,,,,,,"Verbal, Somatic, DivineFocus",Long,"cyclone haut de 9 m et large de 3 m à sa base, contre 9 m à son extrémité",SimpleAction,Inflige des dégâts et peut soulever les petites créatures.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Cyclone.ashx,http://paizo.com/pathfinderRPG/prd/spells/whirlwind#whirlwind
icicle-dagger,Dague de stalactite,Icicle Dagger,um,Cold,Conjuration,,,,,,,1,,,,,1,1,"Verbal, Somatic",0 Squares,une stalactite,SimpleAction,Dague de maître en glace qui inflige 1 point de dégâts de froid.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Dague de stalactite.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/icicleDagger.html#_icicle-dagger
deadly-finale,Dangereux final,Deadly Finale,apg,Sonic,Evocation,,,6,,,,,,,,,,,"Verbal, Somatic",Close,1 créature/3 niveaux qui doivent se trouver à moins de 9 m (6 c) les unes des autres,SimpleAction,Inflige 2d8 points de dégâts à des cibles multiples.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Dangereux final.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/deadlyFinale.html#_deadly-finale
dance-of-a-hundred-cuts,Danse des cent coupures,Dance of a Hundred Cuts,um,None,Transmutation,,,4,,,,,,,,,,,Verbal,Personal,lanceur de sorts,SimpleAction,Bonus de +1/3 niveaux au combat.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Danse des cent coupures.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/danceOfAHundredCuts.html#_dance-of-a-hundred-cuts
dance-of-a-thousand-cuts,Danse des mille coupures,Dance of a Thousand Cuts,um,None,Transmutation,,,6,,,,,,,,,,,Verbal,Personal,lanceur de sorts,SimpleAction,Comme  danse des cent coupures mais bénéficie de rapidité.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Danse des mille coupures.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/danceOfAThousandCuts.html#_dance-of-a-thousand-cuts
irresistible-dance,Danse irrésistible,Irresistible Dance,,None,Enchantment,,,6,,,,,,,,,8,8,Verbal,Touch,créature vivante touchée,SimpleAction,Force le sujet à danser.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Danse irrésistible.ashx,http://paizo.com/pathfinderRPG/prd/spells/irresistibleDance#irresistible-dance
silk-to-steel,De la soie à l'acier,Silk to Steel,um,None,Transmutation,,,2,,,,,,,,,2,2,"Verbal, Somatic",Touch,une écharpe,SimpleAction,Change une écharpe en bouclier ou en fouet.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.De la soie à lacier.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/silkToSteel.html#_silk-to-steel
feeblemind,Débilité,Feeblemind,,MindAffecting,Enchantment,,,,,,,,,,,,5,5,"Verbal, Somatic, Material",Medium,1 créature,SimpleAction,L'Intelligence et le Charisme de la cible tombent à 1.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Débilité.ashx,http://paizo.com/pathfinderRPG/prd/spells/feeblemind#feeblemind
knock,Déblocage,Knock,,None,Transmutation,,,,,,2,,,,,,,2,Verbal,Medium,"1 porte, coffre ou boîte ne faisant pas plus de 1 m²/niveau",SimpleAction,"Ouvre les portes fermées, même par magie.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Déblocage.ashx,http://paizo.com/pathfinderRPG/prd/spells/knock#knock
defensive-shock,Décharge défensive,Defensive Shock,um,Electricity,Evocation,2,,,,,,,2,,,,,2,"Verbal, Material, Focus",Personal,lanceur de sorts,SimpleAction,L'électricité blesse les adversaires.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.décharge défensive.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/defensiveShock.html#_defensive-shock
shocking-grasp,Décharge électrique,Shocking Grasp,,Electricity,Evocation,,,,,,,,1,,,,,1,"Verbal, Somatic",Touch,créature ou objet touché,SimpleAction,1d6 points de dégâts d'électricité/niveau (max. 5d6).,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Décharge électrique.ashx,http://paizo.com/pathfinderRPG/prd/spells/shockingGrasp#shocking-grasp
decompose-corpse,Décomposition de cadavre,Decompose Corpse,um,None,Necromancy,,,,1,1,,,,,,,1,1,"Verbal, Somatic, Material",Touch,un cadavre ou un mort-vivant tangible,SimpleAction,Transforme un cadavre en squelette bien propre.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Décomposition de cadavre.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/decomposeCorpse.html#_decompose-corpse
dictum,Décret,Dictum,,None,Evocation,,,,7,,6,,,,,,,,Verbal,8 Squares,créatures non-Loyales situées dans une étendue de 12 m (8 c) de rayon centrée sur le prêtre,SimpleAction,"Tue, paralyse, ralentit ou assourdit les cibles non-Loyales.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Décret.ashx,http://paizo.com/pathfinderRPG/prd/spells/dictum#dictum
maze,Dédale,Maze,,None,Conjuration,,,,,,,6,,,,,8,8,"Verbal, Somatic",Close,1 créature,SimpleAction,Enferme la cible dans un labyrinthe extradimensionnel.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Dédale.ashx,http://paizo.com/pathfinderRPG/prd/spells/maze#maze
guards-and-wards,Défense magique,Guards And Wards,,None,Abjuration,,,,,,,,,,,,6,6,"Verbal, Somatic, Material",n’importe où dans la zone défendue,jusqu’à 20 m²/niveau (F),30 Minute,Plusieurs effets magiques protègent une zone.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Défense magique.ashx,http://paizo.com/pathfinderRPG/prd/spells/guardsAndWards#guards-and-wards
hero's-defiance,Défi du héros,Hero's Defiance,apg,None,Conjuration,,,,,,,,,,1,,,,Verbal,Personal,lanceur de sorts,ImmediateAction,Permet au personnage de se servir de l’imposition des mains quand il tombe inconscient.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Défi du héros.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/herosDefiance.html#_hero-s-defiance
challenge-evil,Défier le mal,Challenge Evil,apg,None,Enchantment,,,,,,,,,,1,,,,"Verbal, DivineFocus",Close,une créature Mauvaise,SimpleAction,La créature est fivreuse si elle refuse de combattre le personnage.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Défier le mal.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/challengeEvil.html#_challenge-evil
excruciating-deformation,Déformation douloureuse,Excruciating Deformation,um,None,Transmutation,,,,,,,,,,,,3,3,"Verbal, Somatic",Touch,une créature touchée,SimpleAction,La cible subit un affaiblissement de Dex et de Con.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Déformation douloureuse.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/excruciatingDeformation.html#_excruciating-deformation
disguise-self,Déguisement,Disguise Self,,None,Illusion,1,1,1,,,1,,,,,,,1,"Verbal, Somatic",Personal,le lanceur de sorts,SimpleAction,Modifie l'apparence du PJ.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.sort Déguisement.ashx,http://paizo.com/pathfinderRPG/prd/spells/disguiseSelf#disguise-self
ghostly-disguise,Déguisement fantomatique,Ghostly Disguise,um,None,Illusion,2,,2,,,2,,,,,,2,2,"Verbal, Somatic",Personal,lanceur de sorts,SimpleAction,La cible ressemble à son propre fantôme.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Déguisement fantomatique.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/ghostlyDisguise.html#_ghostly-disguise
disguise-other,Déguiser autrui,Disguise Other,um,None,Illusion,,,2,,,2,,,,,,,2,"Verbal, Somatic",Touch,une créature touchée,SimpleAction,Comme déguisement mais affecte un tiers.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Déguiser autrui.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/disguiseOther.html#_disguise-other
freedom,Délivrance,Freedom,,None,Abjuration,,,,,,,,,,,,,9,"Verbal, Somatic","courte (7,50 m + 1,50 m/2 niveaux) (5 case(s) + 1 case(s)/2 niveaux) (voir description)",1 créature,SimpleAction,Libère la victime d'un emprisonnement.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Délivrance.ashx,http://paizo.com/pathfinderRPG/prd/spells/freedom#freedom
remove-paralysis,Délivrance de la paralysie,Remove Paralysis,,None,Conjuration,,,,2,,2,,,,2,,,,"Verbal, Somatic",Close,jusqu’à 4 créatures distantes de moins de 9 m les unes des autres,SimpleAction,"Délivre de la paralysie, d'immobilisation et de lenteur.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Délivrance de la paralysie.ashx,http://paizo.com/pathfinderRPG/prd/spells/removeParalysis#remove-paralysis
remove-curse,Délivrance des malédictions,Remove Curse,,None,Abjuration,3,,3,3,,3,,,,3,,3,4,"Verbal, Somatic",Touch,créature ou objet touché,SimpleAction,Libère des malédictions.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Délivrance des malédictions.ashx,http://paizo.com/pathfinderRPG/prd/spells/removeCurse#remove-curse
feather-step,Démarche aérienne,Feather Step,apg,None,Transmutation,,,1,,1,,,,,,1,,1,"Verbal, Somatic",Close,une créature,SimpleAction,Ignore les pénalités de mouvement en terrain difficile.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Démarche aérienne.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/featherStep.html#_feather-step
feather-step-mass,Démarche aérienne de groupe,"Feather Step, Mass",apg,None,Transmutation,,,3,,3,,,,,,3,,,"Verbal, Somatic",Close,"une créature/niveau, qui doivent se trouver à moins de 9 m (6 c) les unes des autres",SimpleAction,Comme démarche aérienne mais sur plusieurs cibles.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Démarche aérienne de groupe.ashx,"http://paizo.com/pathfinderRPG/prd/advanced/spells/featherStep.html#_feather-step,-mass"
chameleon-stride,Démarche du caméléon,Chameleon Stride,apg,None,Illusion,,,,,,,,,,,2,,,"Verbal, Somatic, DivineFocus",Personal,lanceur de sorts,SimpleAction,Bonus de + 4 aux tests de Discrétion et obtient un camouflage.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Démarche du caméléon.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/chameleonStride.html#_chameleon-stride
denounce,Dénonciation,Denounce,apg,"LanguageDependent, MindAffecting",Enchantment,,,4,,,4,,,,,,,,Verbal,Close,rayonnement de 9 m (6 c) de rayon,SimpleAction,Fait empirer l’attitude des gens envers une créature cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Dénonciation.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/denounce.html#_denounce
expend,Dépense,Expend,apg,None,Abjuration,,,,,,,,,,,,,7,"Verbal, Somatic, Material",Medium,rayonnement de 6 m (4 c) de rayon,SimpleAction,Gaspille les utilisations limitées des pouvoirs magiques de la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Dépense.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/expend.html#_expend
displacement,Déplacement,Displacement,,None,Illusion,3,,3,,,,3,3,,,,,3,"Verbal, Material",Touch,créature touchée,SimpleAction,Chaque attaque a 50 % de chances de rater la cible.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Déplacement.ashx,http://paizo.com/pathfinderRPG/prd/spells/displacement#displacement
crushing-despair,Désespoir foudroyant,Crushing Despair,,None,Enchantment,,,3,,,,,,,,,4,4,"Verbal, Somatic, Material",6 Squares,rayonnement en forme de cône,SimpleAction,"Les sujets subissent -2 aux jets d'attaque, aux jets de dégâts, aux jets de sauvegarde et aux tests.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Désespoir foudroyant.ashx,http://paizo.com/pathfinderRPG/prd/spells/crushingDespair#crushing-despair
disintegrate,Désintégration,Disintegrate,,None,Transmutation,,,,,,,,6,,,,,6,"Verbal, Somatic, FocusOrDivineFocus",Medium,rayon,SimpleAction,Fait disparaître un objet ou une créature.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Désintégration.ashx,http://paizo.com/pathfinderRPG/prd/spells/disintegrate#disintegrate
unnatural-lust,Désir anormal,Unnatural Lust,um,None,Enchantment,,,1,,,,,,,,,2,2,"Verbal, Somatic",Close,une créature,SimpleAction,La cible est obligée d'en embrasser ou d'en caresser une autre.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Désir anormal.ashx,http://paizo.com/pathfinderRPG/prd/ultimateMagic/spells/unnaturalLust.html#_unnatural-lust
destruction,Destruction,Destruction,,Death,Necromancy,,,,7,,,,,,,,8,,"Verbal, Somatic, Focus",Close,1 créature,SimpleAction,Tue la cible et détruit son corps.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.sort destruction.ashx,http://paizo.com/pathfinderRPG/prd/spells/destruction#destruction
disrupt-undead,Destruction de mort-vivant,Disrupt Undead,,None,Necromancy,,,,,,0,,0,,,,,0,"Verbal, Somatic",Close,rayon,SimpleAction,1d6 points de dégâts à un mort-vivant.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Destruction de mort-vivant.ashx,http://paizo.com/pathfinderRPG/prd/spells/disruptUndead#disrupt-undead
detect-animals-or-plants,Détection de la faune ou de la flore,Detect Animals Or Plants,,None,Divination,,,,,1,,,,,,1,,,"Verbal, Somatic",Long,émanation en forme de cône,SimpleAction,Détecte les espèces de plantes et d'animaux.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection de la faune ou de la flore.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectAnimalsOrPlants#detect-animals-or-plants
detect-law,Détection de la Loi,Detect Law,,None,Divination,,,,1,,1,,,,,,,,"Verbal, Somatic, DivineFocus",12 Squares,émanation en forme de cône,SimpleAction,"Révèle l'aura des créatures, sorts ou objets.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection de la Loi.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectLaw#detect-law
detect-magic,Détection de la magie,Detect Magic,,None,Divination,,,0,0,0,0,0,0,,,,0,0,"Verbal, Somatic",12 Squares,émanation en forme de cône,SimpleAction,Détecte sorts et objets magiques à 18 m à la ronde.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection de la magie.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectMagic#detect-magic
detect-scrying,Détection de la scrutation,Detect Scrying,,None,Divination,,,4,,,4,,,,,,4,4,"Verbal, Somatic, Material",8 Squares,émanation de 12 m (8 c) de rayon centrée sur le jeteur de sorts,SimpleAction,Détecte l'espionnage magique.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection de la scrutation.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectScrying#detect-scrying
see-invisibility,Détection de l'invisibilité,See Invisibility,,None,Divination,2,,3,,,2,2,,,,,2,2,"Verbal, Somatic, Material",Personal,le jeteur de sorts,SimpleAction,Révèle créatures et objets invisibles.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection de linvisibilité.ashx,http://paizo.com/pathfinderRPG/prd/spells/seeInvisibility#see-invisibility
detect-thoughts,Détection de pensées,Detect Thoughts,,MindAffecting,Divination,2,,2,,,2,2,,,,,2,2,"Verbal, Somatic, FocusOrDivineFocus",12 Squares,émanation en forme de cône,SimpleAction,Permet d'écouter les pensées superficielles.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection de pensées.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectThoughts#detect-thoughts
detect-aberration,Détection des aberrations,Detect Aberration,apg,None,Divination,,,,,1,,,,,,1,,,"Verbal, Somatic",Long,émanation en forme de cône,SimpleAction,Révèle la présence des aberrations.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection des aberrations.ashx,http://paizo.com/pathfinderRPG/prd/advanced/spells/detectAberration.html#_detect-aberration
detect-snares-and-pits,Détection des collets et des fosses,Detect Snares And Pits,,None,Divination,,,,,1,,,,,,1,,,"Verbal, Somatic",12 Squares,émanation en forme de cône,SimpleAction,Détecte pièges naturels et primitifs.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection des collets et des fosses.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectSnaresAndPits#detect-snares-and-pits
detect-undead,Détection des morts-vivants,Detect Undead,,None,Divination,1,,,1,,1,,,,1,,,1,"Verbal, Somatic, FocusOrDivineFocus",12 Squares,émanation en forme de cône,SimpleAction,Révèle les morts-vivants à 18 m ou moins.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection des morts-vivants.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectUndead#detect-undead
detect-secret-doors,Détection des passages secrets,Detect Secret Doors,,None,Divination,1,,1,,,,,,,,,1,1,"Verbal, Somatic",12 Squares,émanation en forme de cône,SimpleAction,Révèle les passages secrets à 18 m ou moins.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection des passages secrets.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectSecretDoors#detect-secret-doors
find-traps,Détection des pièges,Find Traps,,None,Divination,,,,2,,2,,,,,,2,,"Verbal, Somatic",Personal,le jeteur de sorts,SimpleAction,Le PJ repère les pièges comme un roublard.,http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection des pièges.ashx,http://paizo.com/pathfinderRPG/prd/spells/findTraps#find-traps
detect-good,Détection du Bien,Detect Good,,None,Divination,,,,1,,1,,,,,,,,"Verbal, Somatic, DivineFocus",12 Squares,émanation en forme de cône,SimpleAction,"Révèle l'aura des créatures, sorts ou objets.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection du Bien.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectGood#detect-good
detect-chaos,Détection du Chaos,Detect Chaos,,None,Divination,,,,1,,1,,,,,,,,"Verbal, Somatic, DivineFocus",12 Squares,émanation en forme de cône,SimpleAction,"Révèle l'aura des créatures, sorts ou objets.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection du Chaos.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectChaos#detect-chaos
detect-evil,Détection du Mal,Detect Evil,,None,Divination,,,,1,,1,,,,,,,,"Verbal, Somatic, DivineFocus",12 Squares,émanation en forme de cône,SimpleAction,"Révèle l'aura des créatures, sorts ou objets.",http://www.pathfinder-fr.org/Wiki/Pathfinder-RPG.Détection du Mal.ashx,http://paizo.com/pathfinderRPG/prd/spells/detectEvil#detect-evil
